name,warranty,shipping,ships_in,country_of_origin,sin,part_no,gsa_schedule
920.000.06 - Motion Computing Training Course - First Day Motion Corporate hosted Austin TX,,FOB Destination,30 Days,United States,132-12,,Exp.
162-01980-001 - NEC Corporation 1GB DDR2-667 SDRAM FBDIMM,,FOB Destination,30 Days,United States,132-8,,Exp.
EXTMMR-BAS-NYY - NEC Corporation Extend Standard warranty for 2 years (320Fc-M/MR),,FOB Destination,30 Days,United States,132-12,,Exp.
N8404-001F - NEC Corporation Storage IO blade AD106a,,FOB Destination,30 Days,Japan,132-8,,Exp.
N8401-036 - NEC Corporation CPU Kit (Nehalem-EP(E5504) 2GHz),,FOB Destination,30 Days,United States,132-8,,Exp.
EXTMMR-BAS-NYN - NEC Corporation Extend Standard warranty 1 year (320Fc-M/MR),,FOB Destination,30 Days,United States,132-12,,Exp.
UPPT850193310 - NEC Corporation 3 Years of Platinum Warranty Upgrade for D3-10 Base Model,,FOB Destination,30 Days,United States,132-12,,Exp.
162-03296-000 - NEC Corporation 4GB DDR2-667 SDRAM FBDIMM,,FOB Destination,30 Days,United States,132-8,,Exp.
EXTLLR-BAS-NYY - NEC Corporation Extend Standard warranty for 2 years (320Fc-L/LR),,FOB Destination,30 Days,United States,132-12,,Exp.
162-03346-000 - NEC Corporation VMware Infrastructure 3 Enterprise for 2 processors with 1st year,,FOB Destination,30 Days,United States,132-33,,Exp.
EXTPTSB1GBPCD-1Y - NEC Corporation 1 YR Extended Platinum Warranty SigmaBlade 1GB Expansion Card Network Blade,,FOB Destination,30 Days,United States,132-8,,Exp.
PRO-SRV-MIG - NEC Corporation Professional Services: Server Migration 20 servers or less (Base),,FOB Destination,30 Days,United States,132-12,,Exp.
UFSD62-1009AM - NEC Corporation ReplicationControl SQL Option - D1,,FOB Destination,30 Days,Japan,132-33,,Exp.
050-03386-000 - NEC Corporation Display/keyboard extension cable - 3m,,FOB Destination,30 Days,Japan,132-8,,Exp.
UFS206-1620WNAM - NEC Corporation PathManager Standard for Windows,,FOB Destination,30 Days,Japan,132-8,,Exp.
050-03381-000 - NEC Corporation Slot Blank (CPU Blade) Kit for M Enclosure,,FOB Destination,30 Days,Japan,132-8,,Exp.
TRN-TECH-L1-FT - NEC Corporation Express5800 FT Basic Training,,FOB Destination,30 Days,United States,132-12,,Exp.
050-03488-000 - NEC Corporation 1Gb Pass-Through Card for Hv2 Enclosure,,FOB Destination,30 Days,Japan,132-8,,Exp.
N8120-106 - NEC Corporation US300c Thin client LCD mounting kit,,FOB Destination,30 Days,China,132-8,,Exp.
UFSD58-830102AM - NEC Corporation ThinProvisioning - D8-3010,,FOB Destination,30 Days,Japan,132-33,,Exp.
N8117-01A - NEC Corporation Additional RS-232C Connector,,FOB Destination,30 Days,United States,132-33,,Exp.
N8100-1514F - NEC Corporation N8100-1514F,,FOB Destination,30 Days,Japan,132-8,,Exp.
062-03449-000 - NEC Corporation Slot Blank (CPU Blade) Kit for Hv2 Enclosure,,FOB Destination,30 Days,Japan,132-8,,Exp.
062-03488-000 - NEC Corporation 1Gb Pass-Through Card for Hv2 Enclosure,,FOB Destination,30 Days,Japan,132-8,,Exp.
050-03449-000 - NEC Corporation Slot Blank (CPU Blade) Kit for Hv2 Enclosure,,FOB Destination,30 Days,Japan,132-8,,Exp.
N8100-1513F - NEC Corporation N8100-1513F,,FOB Destination,30 Days,Japan,132-8,,Exp.
050-03427-000 - NEC Corporation 1Gb Pass-Through Card for M Enclosure,,FOB Destination,30 Days,Japan,132-8,,Exp.
"162-03351-000 - NEC Corporation ftSSS, RDR, ESMPro for Windows 2003",,FOB Destination,30 Days,United States,132-8,,Exp.
UFSD54-830102AM - NEC Corporation PerformanceOptimizer -D8-3010,,FOB Destination,30 Days,Japan,132-33,,Exp.
"050-03431-000 - NEC Corporation Power Unit for M Enclosure, 1500W, RoHS",,FOB Destination,30 Days,Japan,132-8,,Exp.
UFSD54-830202AM - NEC Corporation PerformanceOptimizer -D8-3020,,FOB Destination,30 Days,Japan,132-33,,Exp.
062-03510-000 - NEC Corporation 4-port Gigabit Ethernet Copper for A1160,,FOB Destination,30 Days,United States,132-33,,Exp.
062-03506-000 - NEC Corporation 1-port 4Gpbs FC HBA for A1160,,FOB Destination,30 Days,United States,132-33,,Exp.
062-03508-000 - NEC Corporation 1-port Gigabit Ethernet Copper for A1160,,FOB Destination,30 Days,United States,132-33,,Exp.
N8100-1512F - NEC Corporation N8100-1512F,,FOB Destination,30 Days,Japan,132-8,,Exp.
FOA125 - Extech Instruments Corp. ADAPTOR FOR LC CONNECTOR 1.25MM,1 Year,FOB Origin,6 Weeks,United States,,,Exp.
HDD-RETN-SGBLD - NEC Corporation Hard Drive Retention Program for NEC SIGMABlade Servers (Per Blade),,FOB Destination,30 Days,United States,132-12,,Exp.
"6012WS - Extech Instruments Corp. ELECTRODE, PH, 12MM WTRPROOF/STICK/ PALM PH",6 Months,FOB Origin,6 Weeks,China,,,Exp.
062-03507-000 - NEC Corporation 2-port 4Gpbs FC HBA for A1160,,FOB Destination,30 Days,United States,132-33,,Exp.
RHT10-SW - Extech Instruments Corp. GPP(G/KG) SOFTWARE FOR RHT10,1 Year,FOB Origin,6 Weeks,China,,,Exp.
MO280-KH2 - Extech Instruments Corp. HOME INSPECTOR KIT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
"6015WC - Extech Instruments Corp. ELECTRODE, PH, 12MM WTRPROOF W/CABLE/PALM PH",6 Months,FOB Origin,6 Weeks,China,,,Exp.
"MA640-NIST - Extech Instruments Corp. CLAMP METER WITH NIST, MA640",1 Year,FOB Origin,6 Weeks,China,,,Exp.
MO250-PINS - Extech Instruments Corp. REPLACEMENT PINS FOR MO250 (50 PINS),1 Year,FOB Origin,6 Weeks,China,,,Exp.
MO100-PINS - Extech Instruments Corp. REPLACEMENT PINS FOR MO100 (20 PINS),1 Year,FOB Origin,6 Weeks,China,,,Exp.
"MA250-NIST - Extech Instruments Corp. CLAMP METER WITH NIST, MA250",1 Year,FOB Origin,6 Weeks,China,,,Exp.
"42560-E-NIST - Extech Instruments Corp. THERMOMETER, IR, WITH NIST, 42560-E",1 Year,FOB Origin,6 Weeks,China,,,Exp.
"MA620-NIST - Extech Instruments Corp. CLAMP METER WITH NIST, MA620",1 Year,FOB Origin,6 Weeks,China,,,Exp.
MA640-K - Extech Instruments Corp. PHASE ROTATION/CLAMP METER KIT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
445715-NISTL - Extech Instruments Corp. 445715 W/LIMITED NIST - SINGLE POINT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
"LT300-NIST - Extech Instruments Corp. LIGHT METER WITH NIST, LT300",1 Year,FOB Origin,6 Weeks,China,,,Exp.
MA620-K - Extech Instruments Corp. INDUSTRIAL DMM/CLAMP METER TEST KIT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
"MA410-NIST - Extech Instruments Corp. CLAMP METER WITH NIST, MA410",1 Year,FOB Origin,6 Weeks,China,,,Exp.
EX530-KIT - Extech Instruments Corp. INDUSTRIAL TEST KIT WITH VOLT DETECTOR,1 Year,FOB Origin,6 Weeks,China,,,Exp.
MO290-P - Extech Instruments Corp. REPLACEMENT PIN PROBE FOR MO290/MO295,6 Months,FOB Origin,6 Weeks,China,,,Exp.
"MO200-PINS - Extech Instruments Corp. REPLACEMENT PINS FOR MO200, MO210 (50 PINS)",1 Year,FOB Origin,6 Weeks,China,,,Exp.
MO220-PINS - Extech Instruments Corp. REPLACEMENT PINS FOR MO220 (50 PINS),6 Months,FOB Origin,6 Weeks,China,,,Exp.
"EX840-NISTL - Extech Instruments Corp. CLAMP METER WITH NIST, EX840",1 Year,FOB Origin,6 Weeks,China,,,Exp.
ET10-10PK - Extech Instruments Corp. GFCI RECEPTACLE TESTER-10 PACK,1 Year,FOB Origin,6 Weeks,Taiwan,,,Exp.
ET30A-10PK - Extech Instruments Corp. VOLTAGE TESTER - 10 PACK,6 Months,FOB Origin,6 Weeks,Taiwan,,,Exp.
ET15-10PK - Extech Instruments Corp. RECEPTACLE TESTER - 10 PACK,1 Year,FOB Origin,6 Weeks,Taiwan,,,Exp.
HT30-NISTL - Extech Instruments Corp. HEAT STRESS METER W/LIMITED NIST,1 Year,FOB Origin,6 Weeks,China,,,Exp.
ET40-10PK - Extech Instruments Corp. HD CONTINUITY TESTER -10 PACK,6 Months,FOB Origin,6 Weeks,Taiwan,,,Exp.
"EX570-NISTL - Extech Instruments Corp. MULTIMETER/THERM WITH LIMITED NIST, EX570",1 Year,FOB Origin,6 Weeks,China,,,Exp.
EX505-K - Extech Instruments Corp. HEAVY DUTY INDUSTRIAL DMM KIT,3 Years,FOB Origin,6 Weeks,China,,,Exp.
6220-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
DO600-K - Extech Instruments Corp. EXSTIK II DISSOLVED OXYGEN METER KIT,6 Months,FOB Origin,6 Weeks,Taiwan,,,Exp.
11713B-909 - Keysight Technologies Inc. Rackmount kit - 2 instruments,3 Years,FOB Destination,6 Weeks,Singapore,602-5,,Exp.
ET20-10PK - Extech Instruments Corp. DUAL VOLTAGE TESTER - 10 PACK,1 Year,FOB Origin,6 Weeks,Taiwan,,,Exp.
6220-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
6485-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7703-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
445815-NISTL - Extech Instruments Corp. 445815 W/LIMITED NIST - SINGLE POINT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
7703-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7706-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
11713B-908 - Keysight Technologies Inc. Rackmount kit - 1 instrument,3 Years,FOB Destination,6 Weeks,Singapore,602-5,,Exp.
7702-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
6221-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7701-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
2634B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
7701-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7702-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
2612B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
2635B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
7709-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
2220-30-1-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7709-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
2636B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
7707-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
2230-30-1-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
6514-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,6 Weeks,United States,,,Exp.
6485-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
2602B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
6487-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
6514-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,6 Weeks,United States,,,Exp.
2601B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
2604B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
2611B-EW - Keithley Instruments Inc. 1 YEAR KEITHLEYCARE GOLD PLAN,,FOB Origin,0 Weeks,United States,,,Exp.
7706-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7708-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7710-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
7707-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
"UL-INKIT - NeoTract, Inc. UroLift® Instrument Kit (per implant)",0 None,FOB Origin,20 Days,United States,,,Exp.
7708-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
"UL-KIT - NeoTract, Inc. UroLift® Instrument Kit (per procedure)",0 None,FOB Origin,20 Days,United States,,,Exp.
382154 - Extech Instruments Corp. TEST LEADS FOR 382152,6 Months,FOB Origin,6 Weeks,Taiwan,,,Exp.
HG500 - Extech Instruments Corp. HANGING STRAP FOR 500 SERIES,1 Year,FOB Origin,6 Weeks,China,,,Exp.
CA895 - Extech Instruments Corp. CARRYING CASE SMALL VINYL,6 Months,FOB Origin,6 Weeks,China,,,Exp.
"N9010-80007 - Keysight Technologies Inc. Label, Instrument 10 Hz to 44 GHz",0 Stnd,Free shipping FOB destination,8 Weeks,,,,Exp.
"409997 - Extech Instruments Corp. CARRYING CASE, LARGE VINYL POUCH",6 Months,FOB Origin,6 Weeks,China,,,Exp.
7710-3Y-EW-STD - Keithley Instruments Inc. 3 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
"140001 - Extech Instruments Corp. CARRYING CASE, VINYL FOR HEAVY DUTY SERIES",6 Months,FOB Origin,6 Weeks,Taiwan,,,Exp.
"409992 - Extech Instruments Corp. CARRYING CASE, SMALL POUCH, VINYL",6 Months,FOB Origin,6 Weeks,China,,,Exp.
"CA900 - Extech Instruments Corp. CARRYING CASE, VINYL FOR TEST KITS",1 Year,FOB Origin,6 Weeks,China,,,Exp.
6221-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
CA904 - Extech Instruments Corp. HARD CARRYING CASE FOR EXSTIK KIT,1 Year,FOB Origin,6 Weeks,China,,,Exp.
CA500 - Extech Instruments Corp. CARRYING CASE,6 Months,FOB Origin,6 Weeks,China,,,Exp.
2133.72 - AEMC Instruments Bag Small Classic Tool Bag,1 Year,FOB Destination,8 Weeks,China,627-8,,Exp.
2135.40 - AEMC Instruments Bag - Replacement Carrying Bag for Model 6470,1 Year,FOB Destination,8 Weeks,Taiwan,627-8,,Exp.
"409996 - Extech Instruments Corp. CARRYING CASE, HIP HOLSTER (POUCH)",6 Months,FOB Origin,6 Weeks,China,,,Exp.
"99900521 - Q-Matic Corporation 42"" Flat Screen TV with DVI and Speakers (w/o bracket)",0 Stnd,FOB Origin,8 Weeks,,,,Exp.
2133.70 - AEMC Instruments Bag ? Contractors Briefcase,1 Year,FOB Destination,8 Weeks,Taiwan,627-8,,Exp.
"0371-3953 - Keysight Technologies Inc. Key cap, Square corporate white-HP",0 Stnd,Free shipping FOB destination,8 Weeks,,,,Exp.
"99900501 - Q-Matic Corporation 47"" Flat Screen TV (w/o bracket)",0 Stnd,FOB Origin,8 Weeks,,,,Exp.
"99900558 - Q-Matic Corporation Barcode Scanner (Hands free) 1D, 2D/PDF417 ",0 Stnd,FOB Origin,8 Weeks,,,,Exp.
99900257 - Q-Matic Corporation Drop Ceiling Speaker Assembly (includes ceiling tile surround),0 Stnd,FOB Origin,8 Weeks,,,,Exp.
10115025R5 - Q-Matic Corporation Orchestra Enterprise Counter Display License,0 Stnd,FOB Origin,8 Weeks,,,,Exp.
"99900552 - Q-Matic Corporation Open Market Item, Non GSA - HDMI over Cat5 - Terminating Receiver",0 Stnd,FOB Origin,8 Weeks,,,,Exp.
99900341R - Q-Matic Corporation Std Orchestra Appication and BI Rack Server,0 Stnd,FOB Origin,8 Weeks,,,,Exp.
"99900429 - Q-Matic Corporation 55"" Flat Screen TV (w/o bracket)",0 Stnd,FOB Origin,8 Weeks,,,,Exp.
99900564 - Q-Matic Corporation Bogen 35 Watt Mixer Amplifier - Classic Series UL/CSA,0 Stnd,FOB Origin,8 Weeks,,,,Exp.
050-03582-000 - NEC Corporation 4GB DDR3-1066/800 SDRAM DIMM,,FOB Destination,30 Days,Korea (South),132-8,,Exp.
UFSD26-1009AM - NEC Corporation Integration Base - D1-10,,FOB Destination,30 Days,Japan,132-33,,Exp.
050-03569-000 - NEC Corporation Memory 16GB (2 x 8GB DIMM) for A1160,,FOB Destination,30 Days,Japan,132-8,,Exp.
99900554 - Q-Matic Corporation Standard computer (64 bit CPU Only) for Ensemble/Orchestra,0 Stnd,FOB Origin,8 Weeks,,,,Exp.
6487-5Y-EW-STD - Keithley Instruments Inc. 5 YEAR KEITHLEYCARE GOLD PLAN,1 Year,FOB Origin,0 Weeks,United States,,,Exp.
"99900423 - Q-Matic Corporation 42"" Flat Screen TV (w/o bracket)",0 Stnd,FOB Origin,8 Weeks,,,,Exp.
UFSD12-3000AM - NEC Corporation PerformanceMonitor - D3 series,,FOB Destination,30 Days,Japan,132-8,,Exp.
UFSD15-820AAM - NEC Corporation PerformanceNavigator - D8-3020,,FOB Destination,30 Days,Japan,132-33,,Exp.
UFSD15-810738AM - NEC Corporation Performance Navigator - D3-D8 upgrade,,FOB Destination,30 Days,Japan,132-34,,Exp.
162-03609-000 - NEC Corporation Ultra 320 SCSI Controller card PCIe (Low Profile),,FOB Destination,30 Days,United States,132-8,,Exp.
050-01980-001 - NEC Corporation 1GB DDR2-667 SDRAM FBDIMM,,FOB Destination,30 Days,Korea (South),132-8,,Exp.
26-1009AMAS - NEC Corporation 1 Year of Platinum Software Support for D1 Integration Base,,FOB Destination,30 Days,United States,132-34,,Exp.
"162-03580-000 - NEC Corporation FT Control Software, RDR, ESMPro for Windows 2008",,FOB Destination,30 Days,Japan,132-33,,Exp.
"162-03610-000 - NEC Corporation SAS, 8-port PCIe (Low Profile) HBA",,FOB Destination,30 Days,United States,132-8,,Exp.
162-03637-000 - NEC Corporation 2GB DDR3-1066/800 SDRAM DIMM,,FOB Destination,30 Days,United States,132-33,,Exp.
162-03640-000 - NEC Corporation FT Control Software for VMWare vSphere 4,,FOB Destination,30 Days,United States,132-33,,Exp.
162-03582-000 - NEC Corporation 4GB DDR3-1066/800 SDRAM DIMM,,FOB Destination,30 Days,Korea (South),132-8,,Exp.
26-1009AMS - NEC Corporation 1 Year of Standard Software Support for D1 Integration Base,,FOB Destination,30 Days,United States,132-34,,Exp.
8501D83040 - NEC Corporation D8-3040 Disk Array Unit,,FOB Destination,30 Days,Japan,132-8,,Exp.
162-03583-000 - NEC Corporation 8GB DDR3-1066/800 SDRAM DIMM,,FOB Destination,30 Days,Korea (South),132-8,,Exp.
8501D83020 - NEC Corporation D8-3020 Disk Array Unit,,FOB Destination,30 Days,Japan,132-8,,Exp.
